ensembl_id,gene_symbol
ENSGALG00000007233,P4HB
ENSGALG00000007234,CLCN5
ENSGALG00000007236,
ENSGALG00000007237,ALYREF
ENSGALG00000007238,PCSK6
ENSGALG00000007240,TRAIL-LIKE
ENSGALG00000007241,NUBP1
ENSGALG00000007242,SLITRK4
ENSGALG00000007244,SIRT4
ENSGALG00000007245,
ENSGALG00000007246,ELMO2
ENSGALG00000007247,PXN
ENSGALG00000007248,
ENSGALG00000007250,SNRB'
ENSGALG00000007251,PCYT2
ENSGALG00000007252,ANKDD1A
ENSGALG00000007253,IL1RAP
ENSGALG00000007254,ARHGAP12
ENSGALG00000007255,GABRB4
ENSGALG00000007257,TEKT5
ENSGALG00000007260,ZEB1
ENSGALG00000007262,SPG21
ENSGALG00000007266,ZNF438
ENSGALG00000007267,MVD
ENSGALG00000007268,CADPS
ENSGALG00000007269,GABRA3
ENSGALG00000007271,PC7
ENSGALG00000007272,RNF166
ENSGALG00000007273,HSPA4
ENSGALG00000007276,GCN1L1
ENSGALG00000007277,RNF214
ENSGALG00000007278,GRIN2A
ENSGALG00000007282,CNGA2
ENSGALG00000007283,
ENSGALG00000007284,SYNPR
ENSGALG00000007286,PCYT2
ENSGALG00000007287,ZFP91
ENSGALG00000007288,SNTN
ENSGALG00000007289,CLPX
ENSGALG00000007291,C16orf72
ENSGALG00000007292,RNF14
ENSGALG00000007296,MAFG
ENSGALG00000007298,BACE1
ENSGALG00000007299,THOC7
ENSGALG00000007300,
ENSGALG00000007302,ATXN7
ENSGALG00000007303,LEPREL1
ENSGALG00000007304,DNMBP
ENSGALG00000007305,NME1
ENSGALG00000007307,USP7
ENSGALG00000007308,RAB35
ENSGALG00000007309,RIPPLY1
ENSGALG00000007310,CEP164
ENSGALG00000007311,CLDN2
ENSGALG00000007312,GNPDA1
ENSGALG00000007314,DSCAML1
ENSGALG00000007315,PSMD6
ENSGALG00000007319,CCDC64
ENSGALG00000007320,
ENSGALG00000007324,TP63
ENSGALG00000007326,PMM2
ENSGALG00000007330,CTNND1
ENSGALG00000007331,SVIL
ENSGALG00000007332,PRICKLE2
ENSGALG00000007333,UBAP1L
ENSGALG00000007334,ABAT
ENSGALG00000007335,KBTBD13
ENSGALG00000007337,LPP
ENSGALG00000007340,TMPRSS5
ENSGALG00000007341,MED19
ENSGALG00000007343,FGF1
ENSGALG00000007345,TMEM114
ENSGALG00000007346,KIAA1462
ENSGALG00000007349,RASL12
ENSGALG00000007350,
ENSGALG00000007351,MTPAP
ENSGALG00000007352,SPAG9
ENSGALG00000007353,MTFMT
ENSGALG00000007354,CIT
ENSGALG00000007355,
ENSGALG00000007356,MAP3K8
ENSGALG00000007357,BCL6
ENSGALG00000007358,CILP
ENSGALG00000007361,SST
ENSGALG00000007362,ZDHHC5
ENSGALG00000007364,TOB
ENSGALG00000007365,PARP16
ENSGALG00000007366,RBFOX1
ENSGALG00000007367,WFIKKN2
ENSGALG00000007370,CLP1
ENSGALG00000007371,IGDCC3
ENSGALG00000007373,PRKAB1
ENSGALG00000007374,YPEL4
ENSGALG00000007376,CCDC60
ENSGALG00000007378,FAM162A
ENSGALG00000007379,WAC
ENSGALG00000007380,ARHGAP26
ENSGALG00000007381,SERPING1
ENSGALG00000007382,CDA
ENSGALG00000007383,HSPB8
ENSGALG00000007386,LUC7L3
ENSGALG00000007387,GTF3C1
ENSGALG00000007388,
ENSGALG00000007389,ANKRD40
ENSGALG00000007392,ADAMTS9
ENSGALG00000007393,SUDS3
ENSGALG00000007394,NR3C1
ENSGALG00000007395,ABCC2
ENSGALG00000007396,TAOK3
ENSGALG00000007403,PEBP1
ENSGALG00000007404,YIPF5
ENSGALG00000007406,TMPRSS4
ENSGALG00000007408,MPP7
ENSGALG00000007409,SCN4B
ENSGALG00000007410,IGDCC4
ENSGALG00000007412,MPZL2
ENSGALG00000007415,SH3RF2
ENSGALG00000007416,CD3E
ENSGALG00000007417,
ENSGALG00000007418,CD3D
ENSGALG00000007419,MASP1
ENSGALG00000007420,
ENSGALG00000007424,CUTC
ENSGALG00000007426,MKX
ENSGALG00000007430,ARCN1
ENSGALG00000007431,MAGI1
ENSGALG00000007434,RHBDF1
ENSGALG00000007435,RAB18
ENSGALG00000007437,DPP8
ENSGALG00000007438,IFT46
ENSGALG00000007439,SLMO2
ENSGALG00000007441,MAP6
ENSGALG00000007443,TMLHE
ENSGALG00000007447,TUBB1
ENSGALG00000007448,SPRY3
ENSGALG00000007454,PDCD1
ENSGALG00000007456,CGTHBA
ENSGALG00000007458,HBZ
ENSGALG00000007462,CTSZ
ENSGALG00000007463,HBAD
ENSGALG00000007465,COX15
ENSGALG00000007466,EDNRB2
ENSGALG00000007467,SLC25A26
ENSGALG00000007468,HBAA
ENSGALG00000007470,POLR1D
ENSGALG00000007471,
ENSGALG00000007472,
ENSGALG00000007473,MRPL28
ENSGALG00000007474,PCYT1A
ENSGALG00000007476,VAMP7
ENSGALG00000007477,TH1L
ENSGALG00000007478,SLC51A
ENSGALG00000007479,SLC25A28
ENSGALG00000007480,AXIN1
ENSGALG00000007481,PTPLAD1
ENSGALG00000007483,LRIG1
ENSGALG00000007484,GOT1
ENSGALG00000007485,TFRC
ENSGALG00000007487,C21orf58
ENSGALG00000007488,ZNF185
ENSGALG00000007489,CNNM1
ENSGALG00000007490,DDX54
ENSGALG00000007491,VWA9
ENSGALG00000007492,YME1L1
ENSGALG00000007493,NSDHL
ENSGALG00000007494,LARS
ENSGALG00000007495,SLC24A1
ENSGALG00000007498,
ENSGALG00000007500,DENND4A
ENSGALG00000007501,P2RX3
ENSGALG00000007503,KMO
ENSGALG00000007504,
ENSGALG00000007505,
ENSGALG00000007507,MASTL
ENSGALG00000007508,HPSE2
ENSGALG00000007509,GNAS
ENSGALG00000007510,CETN2
ENSGALG00000007511,ITGB2
ENSGALG00000007512,MORC2
ENSGALG00000007513,FAM207A
ENSGALG00000007514,
ENSGALG00000007515,SFRP5
ENSGALG00000007516,
ENSGALG00000007519,ACBD5
ENSGALG00000007520,SSRP1
ENSGALG00000007522,ABCC3
ENSGALG00000007525,
ENSGALG00000007526,
ENSGALG00000007527,ADARB1
ENSGALG00000007528,TCERG1
ENSGALG00000007530,
ENSGALG00000007531,ZFYVE27
ENSGALG00000007533,NPEPL1
ENSGALG00000007534,LUC7L
ENSGALG00000007536,
ENSGALG00000007537,INCENP
ENSGALG00000007538,
ENSGALG00000007539,ANKRD2
ENSGALG00000007541,STX16
ENSGALG00000007543,PGO2
ENSGALG00000007546,
ENSGALG00000007547,ABI1
ENSGALG00000007549,VAPB
ENSGALG00000007550,TPCN2
ENSGALG00000007551,P2RX2
ENSGALG00000007552,GLS
ENSGALG00000007554,RAB22A
ENSGALG00000007555,CCND1
ENSGALG00000007556,ORAOV1
ENSGALG00000007557,KIAA0226
ENSGALG00000007559,PDSS1
ENSGALG00000007561,CLCN7
ENSGALG00000007562,FGF4
ENSGALG00000007564,
ENSGALG00000007565,PPP2R2B
ENSGALG00000007566,
ENSGALG00000007569,KBTBD8
ENSGALG00000007570,
ENSGALG00000007572,MMS19
ENSGALG00000007573,STK32A
ENSGALG00000007574,
ENSGALG00000007575,
ENSGALG00000007579,APBB1IP
ENSGALG00000007581,FYTTD1
ENSGALG00000007582,DPYSL3
ENSGALG00000007585,NIT1
ENSGALG00000007588,GAD2
ENSGALG00000007589,DEDD
ENSGALG00000007590,MTMR8
ENSGALG00000007591,C7orf26
ENSGALG00000007592,ZDHHC16
ENSGALG00000007593,JAKMIP2
ENSGALG00000007594,ASB12
ENSGALG00000007595,LRCH3
ENSGALG00000007596,
ENSGALG00000007599,AMER1
ENSGALG00000007603,RRP12
ENSGALG00000007604,NAA60
ENSGALG00000007606,PGAM1
ENSGALG00000007607,IQCG
ENSGALG00000007608,ARHGEF9
ENSGALG00000007609,ARHGAP19
ENSGALG00000007610,CDC23
ENSGALG00000007611,RPL35A
ENSGALG00000007614,
ENSGALG00000007615,RAB11A
ENSGALG00000007616,MGRN1
ENSGALG00000007617,ANO1
ENSGALG00000007618,BTG4
ENSGALG00000007619,
ENSGALG00000007620,GFRA3
ENSGALG00000007623,CACNA1G
ENSGALG00000007624,ANKRD60
ENSGALG00000007625,FADD
ENSGALG00000007628,PMEPA1
ENSGALG00000007630,C16ORF5
ENSGALG00000007631,MEGF11
ENSGALG00000007636,PEPCK
ENSGALG00000007638,HMOX2
ENSGALG00000007641,LDB1
ENSGALG00000007642,
ENSGALG00000007643,DIS3L
ENSGALG00000007644,SLX4
ENSGALG00000007645,
ENSGALG00000007646,
ENSGALG00000007647,MYO3A
ENSGALG00000007649,TIPIN
ENSGALG00000007650,SLC9A3R1
ENSGALG00000007651,STAT1
ENSGALG00000007652,SUCLG2
ENSGALG00000007653,RAE1
ENSGALG00000007656,
ENSGALG00000007657,CDXB
ENSGALG00000007658,C10orf76
ENSGALG00000007659,HYOU1
ENSGALG00000007660,CHIC1
ENSGALG00000007661,MYCBPAP
ENSGALG00000007663,KDM3B
ENSGALG00000007664,PSMD1
ENSGALG00000007665,POLE
ENSGALG00000007666,KCNIP2
ENSGALG00000007667,GPR158
ENSGALG00000007668,BMP7
ENSGALG00000007669,EGR1
ENSGALG00000007672,PPFIA1
ENSGALG00000007673,LRRC59
ENSGALG00000007675,CXCR5
ENSGALG00000007676,EME1
ENSGALG00000007677,THNSL1
ENSGALG00000007679,CMI9
ENSGALG00000007680,ENKUR
ENSGALG00000007681,HTR2B
ENSGALG00000007683,
ENSGALG00000007684,
ENSGALG00000007685,BCL9L
ENSGALG00000007686,TRAP1
ENSGALG00000007687,MAP2K1
ENSGALG00000007689,CCDC84
ENSGALG00000007690,TFAP2C
ENSGALG00000007691,ARMC9
ENSGALG00000007692,
ENSGALG00000007694,PRTFDC1
ENSGALG00000007695,SNAPC5
ENSGALG00000007697,MGEA5
ENSGALG00000007698,
ENSGALG00000007699,RPS25
ENSGALG00000007700,CTTN
ENSGALG00000007701,B3GNT7
ENSGALG00000007702,XYLT2
ENSGALG00000007703,
ENSGALG00000007704,NPM3
ENSGALG00000007705,NCL
ENSGALG00000007706,FGF8
ENSGALG00000007707,TRAPPC4
ENSGALG00000007709,RTFDC1
ENSGALG00000007710,
ENSGALG00000007711,RPL4
ENSGALG00000007712,MYO1B
ENSGALG00000007713,CD300A
ENSGALG00000007714,NMUR1
ENSGALG00000007715,FBXW4
ENSGALG00000007716,SLC37A4
ENSGALG00000007717,GCNT7
ENSGALG00000007718,
ENSGALG00000007719,
ENSGALG00000007720,AIFM3
ENSGALG00000007721,ARHGAP21
ENSGALG00000007723,NAT9
ENSGALG00000007724,
ENSGALG00000007726,USP12P1
ENSGALG00000007727,
ENSGALG00000007728,
ENSGALG00000007731,DPCD
ENSGALG00000007732,RTN4R
ENSGALG00000007736,ZWILCH
ENSGALG00000007737,ECI1
ENSGALG00000007740,
ENSGALG00000007741,
ENSGALG00000007742,PDE6D
ENSGALG00000007744,CASS4
ENSGALG00000007747,TMEM104
ENSGALG00000007748,SLC16A2
ENSGALG00000007750,RLIM
ENSGALG00000007752,COPS7B
ENSGALG00000007753,GGA.18956
ENSGALG00000007755,KIAA2022
ENSGALG00000007757,CSTF1
ENSGALG00000007758,OSBP2
ENSGALG00000007759,TMEFF2
ENSGALG00000007762,CREBBP
ENSGALG00000007763,IQCD
ENSGALG00000007765,
ENSGALG00000007766,KIAA1217
ENSGALG00000007767,DIS3L2
ENSGALG00000007768,AURKA
ENSGALG00000007769,FOXP1
ENSGALG00000007770,FADS6
ENSGALG00000007771,C20H20ORF108
ENSGALG00000007772,CBLN4
ENSGALG00000007775,USH1G
ENSGALG00000007777,SLC39A10
ENSGALG00000007778,PES1
ENSGALG00000007779,ADCY9
ENSGALG00000007780,EIF4E3
ENSGALG00000007781,GAL3ST1
ENSGALG00000007782,SRL
ENSGALG00000007785,PROK2
ENSGALG00000007786,DOK5
ENSGALG00000007788,ABCB7
ENSGALG00000007791,OTOP2
ENSGALG00000007792,PFDN4
ENSGALG00000007793,UPRT
ENSGALG00000007794,DRD2
ENSGALG00000007796,BCAS1
ENSGALG00000007798,SHQ1
ENSGALG00000007799,ZNF217
ENSGALG00000007800,ZDHHC15
ENSGALG00000007801,CORO7
ENSGALG00000007803,
ENSGALG00000007804,GXYLT2
ENSGALG00000007806,FGF16
ENSGALG00000007807,VASN
ENSGALG00000007808,HID1
ENSGALG00000007809,TSHZ2
ENSGALG00000007810,PPP4R2
ENSGALG00000007811,ELF5
ENSGALG00000007814,
ENSGALG00000007815,ANKK1
ENSGALG00000007817,EHF
ENSGALG00000007819,PDZRN3
ENSGALG00000007820,BTRC
ENSGALG00000007821,DNAJA3
ENSGALG00000007822,ICT1
ENSGALG00000007825,KIAA1841
ENSGALG00000007827,NMRAL1
ENSGALG00000007828,
ENSGALG00000007829,APIP
ENSGALG00000007831,TLX1
ENSGALG00000007832,PEX13
ENSGALG00000007833,TTC12
ENSGALG00000007834,SALL4
ENSGALG00000007835,PUS10
ENSGALG00000007837,KAZALD1
ENSGALG00000007838,NLRC3
ENSGALG00000007839,NCAM1
ENSGALG00000007840,
ENSGALG00000007841,DNAH7
ENSGALG00000007842,PDHX
ENSGALG00000007843,ATRX
ENSGALG00000007845,REL
ENSGALG00000007846,
ENSGALG00000007848,PTS
ENSGALG00000007849,CD44
ENSGALG00000007851,C10orf67
ENSGALG00000007853,PAPOLG
ENSGALG00000007855,
ENSGALG00000007860,KLHDC4
ENSGALG00000007861,MAGT1
ENSGALG00000007862,CNTN3
ENSGALG00000007863,
ENSGALG00000007864,ARMC3
ENSGALG00000007866,BCL11A
ENSGALG00000007867,
ENSGALG00000007868,BCO2
ENSGALG00000007870,SMAD3
ENSGALG00000007871,SLC1A2
ENSGALG00000007874,IL18
ENSGALG00000007875,ECEL1
ENSGALG00000007877,PIP4K2A
ENSGALG00000007878,SDHD
ENSGALG00000007879,FANCL
ENSGALG00000007881,PNPLA6
ENSGALG00000007882,C11orf57
ENSGALG00000007885,PIH1D2
ENSGALG00000007886,PAMR1
ENSGALG00000007887,AAGAB
ENSGALG00000007888,VRK2
ENSGALG00000007889,CCDC85A
ENSGALG00000007891,RNF215
ENSGALG00000007892,SPAG6
ENSGALG00000007895,LDLRAD3
ENSGALG00000007899,CHRND
ENSGALG00000007900,COMMD3
ENSGALG00000007902,ATP7A
ENSGALG00000007903,COMMD9
ENSGALG00000007904,DLAT
ENSGALG00000007905,LAMB1
ENSGALG00000007906,CHRNG
ENSGALG00000007907,CCDC157
ENSGALG00000007908,EFEMP1
ENSGALG00000007909,IQCH
ENSGALG00000007910,SMO
ENSGALG00000007911,CHL1
ENSGALG00000007912,ATP9A
ENSGALG00000007914,DNAJC1
ENSGALG00000007917,LAMB4
ENSGALG00000007919,EIF4E2
ENSGALG00000007920,PRR5L
ENSGALG00000007924,STK17B
ENSGALG00000007926,ATP5H
ENSGALG00000007927,CNTN6
ENSGALG00000007928,MLLT10
ENSGALG00000007929,DIXDC1
ENSGALG00000007930,MAP2K5
ENSGALG00000007931,DLD
ENSGALG00000007932,TRAF6
ENSGALG00000007934,KCTD2
ENSGALG00000007935,PNPT1
ENSGALG00000007936,PGK1
ENSGALG00000007937,SF3A1
ENSGALG00000007938,
ENSGALG00000007940,RAG2
ENSGALG00000007941,C11orf74
ENSGALG00000007943,LASP-2
ENSGALG00000007944,HECW2
ENSGALG00000007945,CRYAB
ENSGALG00000007948,LRRC4C
ENSGALG00000007950,C11orf1
ENSGALG00000007952,AMOT
ENSGALG00000007954,
ENSGALG00000007955,SLC16A5
ENSGALG00000007956,PLXDC2
ENSGALG00000007957,TTC17
ENSGALG00000007958,GTF3C3
ENSGALG00000007959,SLC26A3
ENSGALG00000007960,AHCYL2
ENSGALG00000007961,ARMC7
ENSGALG00000007962,MALRD1
ENSGALG00000007963,NFATC2
ENSGALG00000007964,GATSL3
ENSGALG00000007965,HN1
ENSGALG00000007966,PGAP1
ENSGALG00000007967,FDXACB1
ENSGALG00000007970,PIAS1
ENSGALG00000007971,SUMO2
ENSGALG00000007972,TRPC5
ENSGALG00000007973,F
ENSGALG00000007974,NUP85
ENSGALG00000007976,ALG13
ENSGALG00000007977,API5
ENSGALG00000007978,UBE2H
ENSGALG00000007979,CALML4
ENSGALG00000007980,KCNG1
ENSGALG00000007981,CLN6
ENSGALG00000007986,MOCS3
ENSGALG00000007988,ALKBH3
ENSGALG00000007989,ADNP
ENSGALG00000007992,GGA3
ENSGALG00000007993,DCX
ENSGALG00000007994,PARD6B
ENSGALG00000007996,ANKRD44
ENSGALG00000007997,
ENSGALG00000007998,SLC26A4
ENSGALG00000007999,MRPS7
ENSGALG00000008000,EXT2
ENSGALG00000008003,ZC3HC1
ENSGALG00000008005,FAM65C
ENSGALG00000008006,CAPN6
ENSGALG00000008007,ITGA11
ENSGALG00000008009,BCAP29
ENSGALG00000008010,PTPN1
ENSGALG00000008011,SLC25A19
ENSGALG00000008013,KLHDC10
ENSGALG00000008014,CEBPB
ENSGALG00000008015,UBE2V1
ENSGALG00000008016,GRB2
ENSGALG00000008018,SNAI1
ENSGALG00000008021,RNF114
ENSGALG00000008022,TPN
ENSGALG00000008023,KIAA0195
ENSGALG00000008025,FAM178A
ENSGALG00000008026,SPATA2
ENSGALG00000008028,LIF
ENSGALG00000008032,GPR22
ENSGALG00000008034,CASKIN2
ENSGALG00000008035,COG5
ENSGALG00000008036,TMEM209
ENSGALG00000008037,HORMAD2
ENSGALG00000008038,SF3B1
ENSGALG00000008039,TMEM180
ENSGALG00000008040,
ENSGALG00000008041,TSEN54
ENSGALG00000008043,CORO2B
ENSGALG00000008044,CD82
ENSGALG00000008045,SLC9A8
ENSGALG00000008046,COQ10B
ENSGALG00000008047,
ENSGALG00000008048,CPA2
ENSGALG00000008049,ARL3
ENSGALG00000008050,HBP1
ENSGALG00000008051,MTMR3
ENSGALG00000008053,PRDM11
ENSGALG00000008054,
ENSGALG00000008055,SYT13
ENSGALG00000008056,B4GALT5
ENSGALG00000008057,LLGL2
ENSGALG00000008058,PAK3
ENSGALG00000008059,ASCC2
ENSGALG00000008060,PRKAR2B
ENSGALG00000008061,ASTL
ENSGALG00000008063,NOX5
ENSGALG00000008064,CCDC104
ENSGALG00000008066,UQCR10
ENSGALG00000008069,
ENSGALG00000008070,ZMAT5
ENSGALG00000008072,CHRDL1
ENSGALG00000008073,NF2
ENSGALG00000008074,AMMECR1
ENSGALG00000008076,TMEM164
ENSGALG00000008077,PAQR5
ENSGALG00000008078,FUT8
ENSGALG00000008080,C1QTNF4
ENSGALG00000008081,PIK3CG
ENSGALG00000008082,THOC5
ENSGALG00000008084,NDUFS3
ENSGALG00000008085,NEFH
ENSGALG00000008086,ACTR1A
ENSGALG00000008087,CPA1
ENSGALG00000008088,ACSL4
ENSGALG00000008089,KBTBD4
ENSGALG00000008091,PTPMT1
ENSGALG00000008092,NXT2
ENSGALG00000008094,HSPD1
ENSGALG00000008095,KIF23
ENSGALG00000008096,SUFU
ENSGALG00000008097,CELF1
ENSGALG00000008098,PBEF1
ENSGALG00000008099,TRIM8
ENSGALG00000008100,RAPSN
ENSGALG00000008103,CEP41
ENSGALG00000008104,CCDC88A
ENSGALG00000008105,
ENSGALG00000008107,IRS4
ENSGALG00000008108,PSMC3
ENSGALG00000008109,CDHR3
ENSGALG00000008110,PRORSD1P
ENSGALG00000008111,MEST
ENSGALG00000008113,PLCL1
ENSGALG00000008114,SFXN2
ENSGALG00000008115,ATXN7L1
ENSGALG00000008117,MTIF2
ENSGALG00000008118,RFTN2
ENSGALG00000008120,TLE3
ENSGALG00000008121,CYP17A1
ENSGALG00000008122,SLC39A13
ENSGALG00000008123,RINT1
ENSGALG00000008124,C6H10ORF32
ENSGALG00000008125,RPS27A
ENSGALG00000008127,SPI1
ENSGALG00000008128,MOB4
ENSGALG00000008130,RTN4
ENSGALG00000008132,PUS7
ENSGALG00000008133,AS3MT
ENSGALG00000008135,SATB2
ENSGALG00000008136,C7H2ORF69
ENSGALG00000008138,AP1B1
ENSGALG00000008139,EML6
ENSGALG00000008141,COL4A5
ENSGALG00000008143,UACA
ENSGALG00000008144,COPG2
ENSGALG00000008145,TYW5
ENSGALG00000008146,MORF4L1
ENSGALG00000008148,MYBPC3
ENSGALG00000008149,EWSR1
ENSGALG00000008150,RASAL1
ENSGALG00000008151,WSB2
ENSGALG00000008152,SPATS2L
ENSGALG00000008153,
ENSGALG00000008154,SRPK2
ENSGALG00000008155,KCTD18
ENSGALG00000008156,SPTBN1
ENSGALG00000008157,
ENSGALG00000008160,CNNM2
ENSGALG00000008162,FBXO18
ENSGALG00000008163,PSME4
ENSGALG00000008164,ADAMTS7
ENSGALG00000008165,GPR75
ENSGALG00000008166,TLR15
ENSGALG00000008167,KMT2E
ENSGALG00000008168,ANKRD16
ENSGALG00000008169,GDI2
ENSGALG00000008171,FAM208B
ENSGALG00000008172,ERLEC1
ENSGALG00000008174,MTAP
ENSGALG00000008175,ORC5
ENSGALG00000008176,ASB3
ENSGALG00000008177,NOS1
ENSGALG00000008178,
ENSGALG00000008179,NT5C2
ENSGALG00000008180,SPG11
ENSGALG00000008181,MADD
ENSGALG00000008182,CHAC2
ENSGALG00000008185,AOX1
ENSGALG00000008187,EIF3J
ENSGALG00000008188,TRIM36
ENSGALG00000008193,RELN
ENSGALG00000008195,NPHP1
ENSGALG00000008197,PGGT1B
ENSGALG00000008198,TPCN3
ENSGALG00000008199,CTDSPL2
ENSGALG00000008201,FBXO21
ENSGALG00000008202,LXR
ENSGALG00000008204,FEM1C
ENSGALG00000008206,TESC
ENSGALG00000008207,FBXW8
ENSGALG00000008208,CASC4
ENSGALG00000008211,ACP2
ENSGALG00000008212,RPL30
ENSGALG00000008215,FRMD5
ENSGALG00000008216,ANXA4
ENSGALG00000008217,RNFT2
ENSGALG00000008218,DDB2
ENSGALG00000008219,C15H12ORF49
ENSGALG00000008220,BZW1
ENSGALG00000008222,SLC26A5
ENSGALG00000008226,NIF3L1
ENSGALG00000008228,PPIL3
ENSGALG00000008229,ALDH7A1
ENSGALG00000008230,PCGF6
ENSGALG00000008231,PACSIN3
ENSGALG00000008233,BUB1
ENSGALG00000008234,ORC2
ENSGALG00000008236,PSMC2
ENSGALG00000008237,GRAMD3
ENSGALG00000008238,MED13L
ENSGALG00000008239,NDUFB3
ENSGALG00000008240,CFLAR
ENSGALG00000008241,TAF5
ENSGALG00000008246,
ENSGALG00000008247,ARFGAP2
ENSGALG00000008249,DNAJC2
ENSGALG00000008250,TBX3
ENSGALG00000008253,TBX5
ENSGALG00000008254,ANAPC1
ENSGALG00000008255,C11orf49
ENSGALG00000008256,BLM
ENSGALG00000008257,MERTK
ENSGALG00000008262,RASGRF1
ENSGALG00000008263,FAR-1
ENSGALG00000008265,PDCD11
ENSGALG00000008266,COL4A6
ENSGALG00000008267,IL5RA
ENSGALG00000008268,ANKRD34C
ENSGALG00000008269,ZC3H6
ENSGALG00000008270,CALHM2
ENSGALG00000008271,CALHM1
ENSGALG00000008272,TMED3
ENSGALG00000008273,CALHM3
ENSGALG00000008274,CRBN
ENSGALG00000008275,
ENSGALG00000008279,LRRN1
ENSGALG00000008280,PMPCB
ENSGALG00000008281,NEURL
ENSGALG00000008282,ATG4A
ENSGALG00000008283,
ENSGALG00000008285,NAPEPLD
ENSGALG00000008286,SUMF1
ENSGALG00000008287,PSMD10
ENSGALG00000008288,
ENSGALG00000008289,RBM19
ENSGALG00000008290,VSIG1
ENSGALG00000008291,AP3S2
ENSGALG00000008292,LRP4
ENSGALG00000008293,SH3PXD2A
ENSGALG00000008294,ITPR1
ENSGALG00000008295,FBXL13
ENSGALG00000008297,SEMA4B
ENSGALG00000008298,P37NB
ENSGALG00000008301,FAM185A
ENSGALG00000008302,CIB1
ENSGALG00000008303,LHX5
ENSGALG00000008304,OBFC1
ENSGALG00000008305,CASP10
ENSGALG00000008306,FGL2
ENSGALG00000008308,BHLHE40
ENSGALG00000008309,
ENSGALG00000008312,GSAP
ENSGALG00000008313,NAPB
ENSGALG00000008314,ARL8A
ENSGALG00000008315,UNC45A
ENSGALG00000008317,SDSL
ENSGALG00000008318,SLK
ENSGALG00000008319,PLBD2
ENSGALG00000008320,EDEM1
ENSGALG00000008321,RNPEPL1
ENSGALG00000008322,PTPN12
ENSGALG00000008323,COL17A1
ENSGALG00000008325,CKAP5
ENSGALG00000008326,
ENSGALG00000008328,RSBN1L
ENSGALG00000008330,TMEM60
ENSGALG00000008332,F2
ENSGALG00000008335,PHTF2
ENSGALG00000008336,MAN2A2
ENSGALG00000008337,SLC8B1
ENSGALG00000008339,GRM7
ENSGALG00000008340,FES
ENSGALG00000008341,FURIN
ENSGALG00000008346,CASP18
ENSGALG00000008347,ATG13
ENSGALG00000008348,PDIA3
ENSGALG00000008349,LMCD1
ENSGALG00000008350,
ENSGALG00000008351,CAV3
ENSGALG00000008352,CKMT1A
ENSGALG00000008353,MAGI2
ENSGALG00000008354,HARBI1
ENSGALG00000008355,CASP8
ENSGALG00000008357,TPCN1
ENSGALG00000008358,AMBRA1
ENSGALG00000008359,CD93
ENSGALG00000008361,THBD
ENSGALG00000008362,SS4R
ENSGALG00000008364,
ENSGALG00000008365,CHRM4
ENSGALG00000008367,MDK
ENSGALG00000008368,RAD18
ENSGALG00000008369,ABCC5
ENSGALG00000008370,TRAK2
ENSGALG00000008372,XRN2
ENSGALG00000008373,STRADB
ENSGALG00000008376,EIF2B5
ENSGALG00000008378,SRGAP3
ENSGALG00000008380,DGKZ
ENSGALG00000008381,TMEM237
ENSGALG00000008382,GNAI1
ENSGALG00000008383,SFR1
ENSGALG00000008385,PPIP5K1
ENSGALG00000008386,KIZ
ENSGALG00000008389,VBP1
ENSGALG00000008392,CFAP43
ENSGALG00000008393,CREB3L1
ENSGALG00000008394,THUMPD3
ENSGALG00000008398,MPP4
ENSGALG00000008399,ANKRD12
ENSGALG00000008400,TWSG1
ENSGALG00000008401,ASB13
ENSGALG00000008403,PHF21A
ENSGALG00000008404,
ENSGALG00000008405,RALBP1
ENSGALG00000008407,IRAK2
ENSGALG00000008408,GAB3
ENSGALG00000008409,GSTO1
ENSGALG00000008410,RALGAPA2
ENSGALG00000008411,GHR
ENSGALG00000008413,PPP4R1
ENSGALG00000008414,DVL3
ENSGALG00000008415,ALS2
ENSGALG00000008416,CFAP61
ENSGALG00000008417,CFAP58
ENSGALG00000008418,GYLTL1B
ENSGALG00000008419,SEC13
ENSGALG00000008420,CAND2
ENSGALG00000008421,PEX16
ENSGALG00000008423,SLC4A8
ENSGALG00000008424,CALML3
ENSGALG00000008425,MAP1A
ENSGALG00000008427,GNAT3
ENSGALG00000008428,CDK15
ENSGALG00000008429,CRNKL1
ENSGALG00000008430,MAPK8IP1
ENSGALG00000008431,SMARCA1
ENSGALG00000008432,AP2M1
ENSGALG00000008433,FZD2
ENSGALG00000008434,SORCS3
ENSGALG00000008435,SUMO1
ENSGALG00000008436,CRY2
ENSGALG00000008437,NET1
ENSGALG00000008438,SLC35C1
ENSGALG00000008439,CD36
ENSGALG00000008440,CHST1
ENSGALG00000008442,ODZ1
ENSGALG00000008443,ARHGDIA
ENSGALG00000008444,TUBAL3
ENSGALG00000008445,SLC24A3
ENSGALG00000008447,SH2D1A
ENSGALG00000008449,
ENSGALG00000008452,IFT122
ENSGALG00000008453,
ENSGALG00000008454,NOP58
ENSGALG00000008455,SEMA3C
ENSGALG00000008456,CACNA1B
ENSGALG00000008457,RIN2
ENSGALG00000008459,BMPR-II
ENSGALG00000008460,ZFYVE19
ENSGALG00000008461,HGF/SF
ENSGALG00000008462,CDK3
ENSGALG00000008463,SLC35B4
ENSGALG00000008465,SORCS1
ENSGALG00000008466,FAM117B
ENSGALG00000008469,SPINT1
